area,year,month,agg_id,total_crimes
15,2015,5,1700,13
13,2015,9,775,108
11,2017,5,1700,16
18,2015,11,750,117
18,2018,4,850,126
10,2017,8,775,171
2,2017,12,800,29
4,2015,6,725,22
18,2018,10,750,129
10,2016,2,775,135
14,2015,3,850,113
7,2018,6,775,233
2,2018,6,800,27
20,2017,4,1900,82
12,2016,2,750,115
2,2016,1,1700,11
4,2015,6,850,66
15,2015,1,775,219
10,2015,8,1700,15
15,2015,3,300,103
1,2016,2,750,70
8,2018,3,725,23
6,2018,6,300,139
21,2016,11,775,266
5,2018,3,1900,68
19,2017,9,2400,18
9,2015,11,1900,66
13,2017,10,800,23
9,2015,2,800,88
7,2016,8,1700,13
2,2017,1,800,47
16,2015,6,750,81
21,2018,9,725,20
11,2015,11,800,61
18,2017,8,800,22
1,2018,5,725,43
13,2017,6,750,102
14,2015,12,800,72
2,2018,3,1700,14
16,2017,6,300,83
12,2017,3,1700,34
7,2017,10,2400,24
17,2015,1,300,87
12,2016,2,850,142
8,2016,5,400,11
7,2015,2,725,16
6,2017,3,1700,8
5,2018,3,725,20
19,2015,8,775,181
7,2016,6,775,181
6,2015,8,850,58
2,2015,1,750,102
11,2017,6,800,39
20,2015,9,1900,80
13,2015,6,300,108
17,2015,8,2400,21
11,2016,9,2400,24
11,2018,2,400,26
13,2016,8,750,100
7,2016,9,1900,71
10,2015,7,1700,13
7,2015,2,1900,44
17,2016,7,1900,72
7,2016,12,1700,9
13,2018,10,1700,20
20,2015,11,300,131
9,2017,2,725,27
14,2016,2,725,22
17,2017,8,750,134
14,2015,1,750,205
14,2018,3,400,24
9,2016,3,850,49
14,2016,5,800,48
7,2017,12,725,34
5,2018,11,725,21
9,2015,10,400,47
4,2018,1,800,41
13,2017,4,1700,21
7,2016,2,725,21
9,2015,7,1900,98
15,2017,10,1900,90
2,2017,8,775,119
19,2016,6,1900,87
14,2015,5,750,147
16,2018,10,775,125
7,2018,12,2400,12
11,2016,5,725,26
15,2018,12,725,15
18,2016,3,1900,109
15,2017,2,725,17
20,2016,8,850,78
8,2015,1,775,197
3,2018,2,300,133
4,2016,2,2400,26
10,2016,11,725,21
17,2018,5,850,55
17,2018,12,2400,24
14,2017,1,2400,18
12,2017,5,400,162
5,2018,3,400,60
19,2015,11,400,47
15,2018,2,850,71
4,2015,7,1900,79
12,2017,4,300,193
4,2016,6,300,132
13,2018,2,800,18
2,2018,1,2400,18
4,2015,12,800,44
15,2016,3,750,136
17,2018,3,1900,86
6,2017,8,725,48
16,2016,7,1900,82
13,2016,2,2400,19
9,2016,6,775,194
17,2015,5,1700,9
16,2017,10,300,106
1,2018,7,1700,8
8,2015,8,2400,20
3,2017,8,850,155
8,2018,8,850,66
10,2017,2,300,77
21,2018,2,1700,17
5,2015,3,725,19
8,2018,7,1900,70
11,2016,11,1700,37
13,2018,1,800,27
6,2016,3,400,48
2,2017,8,300,150
6,2017,10,750,181
9,2018,11,725,24
21,2015,11,1700,11
9,2018,5,775,212
3,2016,8,850,112
19,2015,2,2400,29
3,2015,7,775,222
2,2017,8,750,92
16,2017,6,750,81
13,2015,11,2400,19
21,2017,6,400,26
7,2017,11,725,36
2,2015,6,850,62
14,2015,4,800,64
16,2018,2,1700,4
18,2015,5,400,96
14,2015,7,850,96
3,2016,1,2400,34
19,2015,8,300,167
20,2017,2,750,153
19,2017,5,800,88
13,2017,8,300,172
20,2017,9,850,84
10,2018,7,1700,21
3,2016,12,725,77
14,2015,12,775,239
15,2017,1,850,99
19,2016,10,750,129
19,2018,11,1700,20
21,2017,10,2400,20
20,2016,6,725,53
18,2016,3,850,88
12,2015,10,725,93
15,2018,9,2400,17
20,2018,1,800,43
16,2017,8,400,53
8,2015,5,1900,90
7,2018,7,850,51
15,2017,6,300,156
17,2018,7,400,26
4,2015,5,750,62
1,2016,12,1900,88
4,2017,10,750,95
20,2015,6,300,121
9,2016,1,2400,26
13,2015,1,750,113
4,2017,8,300,141
21,2018,5,300,112
10,2017,9,400,31
13,2015,6,850,61
9,2018,8,850,79
1,2017,7,800,19
19,2018,10,850,82
6,2015,1,725,31
9,2018,2,800,55
15,2015,10,775,249
3,2017,10,2400,20
4,2017,2,300,114
14,2018,10,750,180
1,2015,2,300,146
15,2016,1,750,191
10,2017,11,850,68
2,2017,10,775,123
8,2016,6,775,195
11,2015,12,300,87
4,2015,3,800,41
16,2015,12,775,121
19,2015,6,725,22
4,2018,1,725,26
6,2017,10,800,43
2,2016,10,750,92
9,2018,3,725,16
8,2018,6,775,171
14,2018,8,1700,24
14,2016,10,1900,86
8,2015,2,1700,3
10,2018,2,800,61
11,2015,12,1900,84
2,2017,10,2400,25
17,2016,9,400,18
14,2016,1,300,88
4,2015,9,400,59
21,2017,1,300,108
3,2017,7,750,149
17,2016,2,725,19
13,2018,4,850,106
13,2015,2,850,87
7,2015,1,1700,11
17,2018,9,850,55
21,2015,11,1900,63
13,2016,8,400,90
20,2015,10,300,135
6,2018,6,800,42
19,2018,1,1900,110
19,2015,1,800,86
2,2016,7,2400,24
18,2016,1,1700,22
20,2018,10,750,167
17,2018,5,1700,23
10,2016,4,1900,56
18,2016,6,775,97
21,2017,7,1700,30
19,2017,1,400,59
7,2016,2,1700,12
3,2016,3,1700,11
2,2016,12,850,61
20,2015,11,725,53
15,2016,3,2400,21
8,2018,10,300,87
7,2018,2,750,141
19,2016,1,750,141
18,2015,6,1900,98
12,2015,2,400,109
14,2016,7,300,100
1,2016,12,850,68
7,2018,8,1700,20
19,2015,5,800,70
4,2015,12,725,27
16,2017,12,850,83
8,2018,1,775,184
7,2016,1,400,18
18,2015,1,800,46
7,2017,11,775,202
19,2016,9,300,123
17,2016,11,800,79
10,2017,3,1700,28
1,2016,1,300,149
17,2016,12,800,86
20,2015,1,800,59
12,2018,8,400,150
21,2015,4,800,86
16,2015,6,800,54
6,2016,6,800,51
8,2016,3,2400,20
11,2018,12,750,173
7,2015,2,300,68
4,2016,3,725,31
5,2018,3,1700,22
21,2016,9,725,15
5,2016,3,300,118
15,2017,10,775,241
17,2018,11,850,59
9,2015,12,800,90
14,2016,12,750,164
16,2017,4,725,32
21,2015,3,775,189
7,2015,4,1900,65
21,2017,9,800,94
6,2016,4,850,65
8,2016,2,800,83
21,2016,4,2400,20
6,2018,3,850,62
13,2018,12,750,100
14,2017,11,850,98
3,2015,9,800,64
2,2018,9,725,50
14,2018,5,2400,13
5,2017,3,400,36
10,2018,5,300,96
10,2018,7,800,69
15,2015,7,750,148
12,2017,8,775,142
8,2016,10,1900,72
11,2018,7,400,47
9,2017,1,750,176
7,2018,9,300,111
2,2016,8,725,66
19,2017,12,750,119
8,2016,5,2400,16
8,2018,7,400,17
21,2015,12,775,245
8,2017,2,800,60
1,2017,5,725,58
19,2017,4,2400,25
2,2016,2,300,147
16,2016,11,850,60
17,2016,4,850,56
18,2015,5,1900,100
21,2018,2,2400,23
4,2018,3,1700,22
16,2016,4,750,109
10,2015,8,300,98
3,2016,8,775,255
14,2017,9,1900,86
13,2016,10,1700,29
13,2018,12,725,61
4,2017,3,1900,84
7,2015,7,2400,10
7,2018,6,300,115
7,2018,8,1900,84
9,2016,9,300,100
5,2018,12,750,114
12,2018,9,400,132
16,2016,8,850,79
3,2017,11,725,81
4,2017,6,2400,19
12,2015,3,800,71
2,2016,12,725,41
11,2017,8,2400,22
20,2016,11,800,48
14,2018,5,1900,97
7,2017,3,725,31
4,2017,11,2400,14
13,2017,9,750,123
17,2018,11,1900,66
7,2015,5,725,27
17,2017,9,850,66
11,2018,10,775,189
8,2018,11,750,254
5,2016,8,800,31
16,2017,8,2400,17
7,2016,10,800,44
21,2018,2,725,26
19,2018,8,1700,21
17,2017,7,750,154
16,2017,7,800,44
9,2016,3,725,31
1,2018,2,300,196
7,2018,11,800,42
6,2017,10,725,57
16,2017,11,1700,2
17,2018,12,750,158
16,2015,8,1900,70
18,2017,1,725,75
9,2016,7,725,22
18,2016,10,400,91
10,2015,4,775,150
18,2017,2,1900,72
12,2016,8,850,146
1,2016,12,300,171
7,2016,12,800,45
8,2017,2,775,161
12,2017,7,800,36
11,2018,10,1700,17
17,2018,3,1700,15
1,2015,12,300,165
2,2015,9,1700,9
9,2015,9,1700,8
17,2015,11,1700,6
12,2016,6,775,202
11,2018,11,1700,14
21,2016,4,1700,28
13,2017,1,400,64
21,2017,12,775,283
21,2017,8,775,261
21,2015,11,400,31
12,2018,2,300,178
16,2015,6,725,12
19,2015,11,725,27
9,2015,8,400,41
7,2015,11,800,63
11,2018,10,1900,90
3,2017,8,2400,44
13,2016,7,300,178
12,2017,5,300,239
18,2017,2,800,20
17,2015,8,725,17
4,2018,11,400,55
5,2018,8,725,27
4,2016,12,750,99
8,2018,9,800,57
14,2017,6,2400,20
2,2015,12,800,32
17,2016,4,800,71
21,2016,2,2400,23
17,2018,7,1700,13
12,2015,7,300,266
8,2017,10,300,78
3,2015,4,725,61
20,2018,5,750,173
17,2018,4,800,65
16,2018,2,850,93
13,2015,4,2400,35
16,2015,6,850,59
15,2015,3,1700,12
21,2018,11,2400,13
9,2016,9,725,23
8,2017,6,1700,9
7,2015,10,2400,16
6,2015,5,1700,6
7,2015,3,1700,5
12,2018,11,300,191
19,2018,1,850,117
5,2015,1,750,126
21,2015,7,1700,22
20,2016,1,725,62
5,2016,1,850,120
19,2015,9,800,56
7,2018,3,800,37
13,2015,5,1900,92
5,2018,6,300,122
16,2016,2,800,45
12,2016,6,1900,143
2,2018,10,2400,12
6,2016,3,1700,4
9,2017,11,400,46
10,2016,10,1700,22
11,2016,4,775,178
15,2017,3,2400,24
6,2016,11,750,114
20,2015,10,400,56
14,2017,9,1700,12
13,2015,3,1700,11
19,2016,9,775,138
6,2018,11,1900,88
20,2018,1,850,76
2,2015,5,1900,63
18,2015,12,2400,23
2,2015,8,850,75
19,2015,2,750,105
8,2016,7,850,62
2,2017,12,2400,23
18,2016,7,2400,44
3,2015,10,1700,35
1,2016,12,400,68
8,2016,3,800,71
19,2018,3,1700,31
1,2018,5,775,250
7,2016,7,1900,70
18,2018,10,800,32
18,2016,10,775,117
21,2016,11,400,31
8,2018,5,725,20
6,2018,8,750,163
11,2018,10,750,144
1,2018,3,800,18
8,2016,11,850,55
10,2015,7,300,80
14,2015,8,2400,23
3,2016,2,725,69
1,2015,5,1700,7
9,2018,4,1700,21
2,2018,10,850,69
7,2018,5,800,42
17,2018,7,800,69
2,2018,7,400,74
17,2016,7,300,89
17,2016,8,750,151
7,2016,11,1900,69
13,2015,9,2400,37
18,2018,4,725,80
4,2015,2,2400,23
18,2017,9,1900,92
1,2016,6,1700,11
6,2016,5,750,117
14,2016,11,1700,3
15,2015,10,2400,36
19,2015,3,750,131
21,2018,7,725,30
21,2017,10,725,41
9,2017,4,800,99
8,2016,9,850,31
3,2017,3,400,105
21,2017,8,750,144
3,2015,2,1900,74
8,2016,9,800,67
7,2016,10,775,167
14,2017,1,1900,83
12,2015,1,400,118
11,2015,7,1900,89
16,2017,8,725,23
2,2015,6,2400,34
13,2018,11,300,124
21,2018,10,1900,81
6,2015,12,300,117
20,2015,3,1900,61
4,2015,9,725,26
20,2015,7,300,176
15,2018,5,775,250
9,2018,1,400,33
4,2017,8,1900,94
1,2015,2,725,53
11,2018,2,775,195
15,2017,8,850,99
8,2015,3,800,76
19,2018,8,300,123
12,2015,12,775,180
7,2015,5,775,163
9,2016,10,1900,102
1,2018,4,800,27
15,2016,12,1900,98
19,2018,4,400,42
11,2017,12,725,22
18,2016,12,1700,9
3,2017,3,1700,33
7,2017,11,400,39
21,2016,2,775,223
17,2017,4,400,23
19,2018,10,1900,99
5,2015,7,1700,20
18,2018,5,2400,27
4,2016,12,775,113
19,2016,4,725,43
15,2018,5,1900,96
14,2018,7,850,109
9,2016,6,725,30
8,2018,4,850,75
16,2018,9,1900,73
2,2017,4,1700,19
19,2018,3,850,112
11,2017,9,300,124
17,2015,1,1900,63
13,2018,8,300,163
21,2015,12,725,22
19,2016,6,400,42
2,2015,2,800,32
7,2016,11,775,157
20,2016,4,800,39
1,2017,10,725,68
11,2015,1,1900,125
5,2015,10,400,53
17,2018,10,400,29
2,2015,5,850,59
1,2017,2,2400,21
7,2016,12,725,44
12,2015,7,800,41
6,2018,2,2400,18
11,2017,7,775,194
12,2015,3,850,98
8,2018,9,725,19
15,2016,6,2400,16
16,2015,12,1900,73
20,2015,3,800,40
14,2015,7,400,32
15,2017,3,850,92
12,2016,12,725,126
15,2016,2,1900,84
2,2015,8,1900,68
20,2015,3,725,42
10,2015,6,400,24
21,2015,5,725,22
17,2018,1,725,22
6,2017,4,1700,9
2,2015,7,850,60
10,2015,7,400,18
6,2017,1,850,78
6,2017,9,750,159
11,2017,4,725,28
20,2015,7,400,40
17,2017,1,1700,18
2,2016,11,300,91
5,2018,12,1700,20
13,2015,1,850,99
21,2018,12,850,50
18,2018,4,300,187
7,2016,1,800,69
8,2016,2,850,64
19,2017,2,400,49
14,2015,4,400,35
16,2017,10,1700,12
17,2018,9,1700,17
12,2017,4,750,153
9,2018,6,750,135
12,2015,6,775,167
15,2017,12,775,222
10,2017,9,850,77
19,2016,8,1900,108
12,2017,6,400,168
5,2016,5,400,50
5,2018,5,725,28
3,2015,11,725,74
20,2015,12,725,42
1,2016,8,750,102
17,2016,9,850,52
19,2017,5,1700,36
1,2015,10,1700,0
8,2017,8,1700,6
9,2017,3,400,33
11,2016,6,750,130
6,2017,2,750,147
21,2018,8,800,74
6,2017,4,2400,10
17,2016,9,1700,10
16,2017,10,725,27
9,2015,9,400,39
15,2015,6,1900,86
17,2015,5,400,43
10,2016,2,725,19
13,2016,9,1900,94
1,2016,7,400,76
11,2015,10,400,55
21,2016,12,775,302
4,2018,6,775,111
10,2017,6,800,64
20,2018,9,750,146
3,2018,7,775,222
15,2017,12,725,34
17,2018,5,400,27
7,2017,2,2400,13
11,2015,8,1700,28
7,2018,4,300,88
15,2015,3,750,161
3,2017,12,750,156
10,2015,10,775,156
16,2015,4,2400,13
2,2017,12,775,142
6,2018,10,725,39
20,2015,9,725,54
21,2017,8,300,102
14,2016,8,1700,10
19,2017,6,775,130
21,2018,5,775,260
21,2015,5,2400,26
3,2018,9,400,83
19,2017,10,750,98
4,2017,9,2400,15
1,2018,1,2400,29
16,2017,9,850,74
7,2017,11,750,199
2,2018,2,1900,75
16,2016,8,800,48
13,2017,6,850,137
3,2017,6,400,91
6,2016,4,2400,14
18,2017,3,725,81
7,2016,4,1900,76
4,2016,8,850,113
17,2016,8,2400,24
14,2017,1,300,75
4,2017,11,800,31
12,2015,10,750,122
15,2018,10,725,27
5,2015,3,300,97
19,2016,6,750,100
13,2018,6,1700,38
8,2015,8,400,17
6,2018,7,2400,13
7,2015,3,300,71
7,2018,12,800,37
3,2017,4,300,145
8,2018,11,1900,68
18,2016,10,800,37
1,2015,11,2400,24
10,2016,1,725,28
11,2015,5,2400,35
21,2018,9,400,37
11,2018,5,1700,16
10,2017,3,800,127
1,2015,11,1700,6
13,2017,3,1700,27
5,2016,8,400,31
5,2015,12,775,148
9,2016,5,1700,12
20,2015,9,850,68
8,2015,7,850,56
9,2017,12,775,203
21,2018,10,800,83
19,2016,3,725,33
5,2016,8,1900,77
7,2015,2,850,45
11,2018,1,1700,22
8,2015,7,800,71
15,2017,2,300,129
17,2017,2,725,15
19,2018,4,750,106
7,2018,3,725,35
12,2018,5,1700,36
13,2016,11,800,17
16,2018,3,1700,9
21,2015,7,800,67
21,2015,1,750,109
12,2015,1,2400,28
2,2015,1,1700,14
1,2016,6,725,52
7,2016,6,300,68
19,2017,3,400,62
21,2016,7,750,140
10,2015,12,800,69
6,2015,1,1900,90
18,2015,7,300,198
20,2016,4,725,41
2,2017,4,400,43
11,2017,2,750,163
20,2015,3,775,133
6,2018,5,400,33
4,2018,10,775,107
16,2018,7,775,128
9,2016,9,750,128
20,2017,9,300,165
5,2015,9,800,37
14,2015,9,1900,84
2,2015,8,800,26
15,2018,4,750,149
20,2017,2,850,69
21,2016,11,800,81
17,2015,1,775,219
11,2017,10,2400,19
19,2015,2,1700,20
10,2015,4,2400,18
14,2016,4,2400,16
8,2016,11,725,19
20,2017,8,725,49
15,2016,12,1700,1
17,2018,2,850,68
3,2018,11,775,311
21,2017,7,775,288
12,2016,2,775,181
4,2018,4,775,135
7,2016,3,1700,12
3,2018,8,1700,29
14,2018,1,725,22
11,2018,12,1900,76
17,2017,3,850,87
13,2016,7,800,21
4,2015,1,750,84
8,2017,11,1700,5
12,2016,2,1700,30
16,2017,3,850,84
17,2016,6,750,147
18,2017,10,1700,23
3,2018,2,1700,30
4,2018,12,775,138
6,2016,12,1700,4
3,2018,11,300,164
3,2015,6,800,58
3,2016,12,1700,30
6,2016,11,850,82
11,2015,11,850,87
16,2018,2,1900,56
16,2018,12,850,76
19,2015,2,400,29
5,2018,7,750,87
19,2016,6,1700,15
16,2015,12,800,60
2,2018,7,1900,87
21,2017,9,400,45
9,2017,9,725,23
2,2018,12,850,71
17,2015,2,2400,19
13,2017,4,850,124
21,2016,3,850,57
12,2018,6,2400,46
9,2016,5,750,110
14,2017,6,750,162
14,2018,3,800,40
21,2016,5,775,240
14,2016,6,800,60
13,2016,3,800,29
16,2015,11,725,22
21,2018,9,775,179
5,2016,8,2400,15
16,2015,5,1900,63
16,2016,2,2400,14
14,2015,6,800,62
7,2016,8,725,31
1,2017,10,1900,96
2,2018,11,400,54
2,2018,9,1700,15
5,2018,8,300,116
11,2018,4,400,40
2,2016,3,850,61
16,2016,10,1900,89
12,2018,4,725,104
18,2018,1,775,116
19,2018,4,725,20
9,2017,9,775,205
10,2015,9,750,163
20,2016,6,850,84
6,2017,11,1900,79
2,2016,2,775,98
3,2016,8,300,221
6,2018,11,300,154
14,2017,12,775,237
15,2016,2,750,156
21,2017,2,1700,19
7,2018,5,725,40
6,2017,9,2400,17
1,2015,12,400,81
20,2015,5,300,139
18,2015,4,400,85
7,2017,6,725,30
2,2016,1,300,125
4,2016,10,1900,87
16,2015,6,300,85
19,2017,7,1900,95
13,2016,1,2400,33
2,2017,12,1700,24
17,2015,8,750,168
11,2015,1,850,100
21,2017,10,750,158
19,2016,8,725,38
3,2017,11,800,38
20,2015,9,800,44
12,2018,12,775,199
17,2015,4,850,48
3,2018,1,850,118
7,2015,11,775,172
7,2016,9,775,163
8,2018,4,775,160
2,2017,1,1700,12
9,2018,3,800,83
8,2017,7,725,20
8,2017,9,1700,1
8,2017,1,400,11
1,2017,4,300,159
3,2017,6,750,139
5,2015,12,2400,12
18,2017,8,2400,24
3,2017,4,775,223
8,2017,12,1700,8
6,2017,12,1700,5
6,2017,10,400,76
18,2017,12,300,181
18,2016,1,1900,98
17,2018,8,775,202
11,2016,2,775,172
1,2017,2,775,167
11,2016,9,750,164
16,2016,7,725,20
7,2016,3,300,79
20,2017,1,400,49
11,2016,6,1700,25
7,2016,4,725,25
20,2016,10,400,55
4,2016,11,850,117
20,2016,9,850,75
4,2016,5,300,143
21,2015,11,300,83
7,2015,11,1900,66
6,2015,6,775,183
14,2017,10,1700,21
5,2017,9,775,134
18,2016,5,850,112
6,2015,11,300,115
2,2016,12,800,40
9,2018,8,400,41
2,2018,2,750,103
19,2015,3,800,87
13,2015,5,750,99
9,2017,9,400,38
16,2017,12,775,116
7,2015,2,2400,22
15,2018,7,725,38
12,2015,6,2400,40
6,2017,8,400,50
12,2016,8,725,87
1,2015,8,2400,25
21,2018,8,850,56
6,2016,3,750,112
2,2017,4,800,28
11,2015,1,800,78
19,2018,12,775,146
12,2016,5,850,153
20,2018,11,725,55
9,2017,7,2400,28
5,2018,8,2400,7
15,2018,4,800,43
14,2018,8,400,49
20,2016,10,725,58
18,2018,1,750,93
7,2017,3,400,29
11,2016,3,1900,93
15,2015,4,725,17
11,2015,6,850,69
19,2018,4,1900,91
20,2018,4,850,70
4,2017,2,400,42
20,2016,2,400,40
18,2016,4,1900,111
8,2018,5,750,237
9,2015,10,775,204
14,2016,2,750,133
17,2017,6,725,23
8,2018,6,850,56
11,2015,11,300,100
4,2017,1,750,71
11,2015,9,1900,104
20,2017,10,1700,18
9,2017,12,800,85
19,2018,7,850,90
4,2016,7,800,23
13,2018,9,800,15
1,2015,3,1700,5
18,2017,3,1700,15
8,2015,6,775,204
19,2017,11,1900,130
8,2016,2,725,15
17,2016,10,775,244
17,2018,5,2400,26
18,2017,2,725,67
17,2015,4,400,41
21,2017,4,300,115
16,2018,11,850,88
17,2015,8,800,97
2,2016,6,775,126
12,2017,4,725,107
17,2017,8,1700,16
18,2018,8,400,125
10,2018,3,775,160
3,2017,6,1700,16
3,2015,5,1900,110
12,2018,3,775,142
1,2018,5,750,164
6,2016,10,400,54
1,2016,12,750,105
16,2018,5,725,25
19,2018,11,750,92
14,2016,7,725,36
10,2016,3,1900,52
12,2015,9,750,129
15,2018,9,1900,90
21,2018,6,800,76
10,2015,4,850,38
12,2017,4,1700,31
12,2015,12,1900,118
12,2016,3,2400,39
13,2016,6,775,129
9,2016,12,1700,10
17,2016,2,2400,16
19,2016,10,2400,22
4,2018,7,800,20
14,2017,1,850,101
6,2017,7,850,64
19,2017,1,775,176
15,2016,12,800,80
11,2018,3,850,116
13,2016,8,300,138
16,2016,3,1900,73
10,2015,2,800,70
17,2017,11,1700,19
8,2016,2,1700,12
19,2015,8,1900,88
11,2015,1,1700,15
4,2016,5,850,119
5,2017,7,775,133
16,2015,12,725,14
3,2015,6,725,65
8,2018,10,1900,56
18,2016,8,725,89
7,2018,11,300,98
10,2016,2,750,132
12,2016,12,300,170
13,2017,12,750,114
9,2017,9,1700,22
11,2018,8,850,100
16,2016,8,300,93
10,2015,9,775,142
18,2017,10,300,166
9,2017,10,300,135
15,2018,4,850,89
8,2018,8,400,15
8,2016,11,800,55
13,2018,10,400,72
20,2016,9,400,48
12,2017,9,750,140
6,2016,2,800,50
14,2015,1,1900,116
6,2017,3,800,39
20,2017,2,1900,72
14,2015,3,725,10
2,2016,7,800,34
13,2018,11,850,89
11,2018,6,1700,22
10,2016,9,2400,19
14,2015,5,1700,6
15,2015,12,725,26
10,2016,11,400,22
3,2015,7,850,93
5,2018,1,800,37
3,2015,10,800,52
1,2017,3,750,99
9,2015,4,850,52
5,2016,1,2400,14
7,2016,7,300,88
5,2017,8,725,40
1,2017,11,1700,8
3,2017,1,775,209
9,2016,3,775,192
15,2018,6,300,148
13,2015,3,775,130
14,2017,6,725,18
3,2018,11,1700,22
15,2018,10,300,139
11,2018,7,775,156
15,2018,11,750,162
10,2015,10,850,72
7,2016,2,750,131
16,2015,7,2400,17
15,2017,5,400,36
3,2015,1,400,54
20,2016,5,725,57
21,2018,9,1900,52
4,2017,11,400,71
17,2015,9,400,28
13,2015,5,300,123
5,2018,3,775,158
20,2016,4,300,140
3,2015,3,725,58
4,2015,4,800,41
12,2017,6,800,49
8,2015,6,725,18
1,2017,3,725,52
19,2016,3,750,134
21,2017,12,850,67
5,2016,5,2400,21
7,2017,8,300,99
12,2017,11,400,156
15,2015,12,775,219
9,2018,2,725,19
16,2017,2,2400,15
13,2016,3,1700,14
11,2017,9,750,142
5,2015,3,1700,27
15,2016,2,800,81
14,2015,10,300,73
20,2015,3,300,146
15,2017,3,400,54
18,2017,5,800,25
7,2016,3,725,36
1,2018,7,300,197
1,2017,5,1700,7
21,2017,12,1700,22
7,2015,4,300,77
11,2015,3,300,115
2,2018,2,775,124
15,2015,1,800,118
13,2017,8,750,113
5,2017,11,2400,20
9,2015,2,775,160
18,2017,11,725,71
10,2018,12,2400,16
14,2016,1,750,167
19,2015,12,400,49
8,2017,5,750,187
8,2017,11,775,185
17,2015,2,300,85
3,2017,5,1900,121
4,2015,3,725,23
7,2015,10,775,151
5,2016,8,725,31
2,2017,11,800,19
11,2017,3,850,94
8,2016,1,725,12
14,2015,12,400,23
19,2017,8,2400,30
11,2016,5,775,193
17,2016,6,850,68
16,2017,3,1700,5
18,2018,6,775,156
18,2016,5,1700,14
17,2016,11,775,237
7,2015,4,850,49
20,2017,1,800,69
5,2018,4,2400,26
16,2016,4,400,55
11,2016,4,2400,16
12,2017,9,1700,42
9,2015,1,725,17
21,2017,1,2400,26
1,2018,5,800,28
10,2016,3,725,21
13,2016,9,1700,26
5,2016,4,850,87
3,2018,6,750,135
16,2017,5,800,70
18,2015,7,400,94
3,2015,4,1700,13
13,2018,8,1900,95
2,2018,1,300,139
12,2017,6,850,158
3,2015,11,850,124
12,2018,3,750,131
1,2016,7,2400,28
19,2018,4,775,138
10,2017,5,750,148
13,2015,9,300,152
2,2016,10,800,23
17,2016,2,400,27
20,2018,2,1700,14
16,2016,7,2400,12
16,2018,3,2400,17
4,2017,3,725,25
4,2017,4,725,20
20,2015,5,775,145
11,2016,5,750,144
6,2016,3,800,47
19,2016,2,300,147
13,2016,9,2400,32
12,2018,1,2400,43
13,2018,5,400,72
12,2015,1,800,75
4,2018,6,750,89
9,2018,5,1700,20
9,2015,6,775,210
21,2018,12,1700,23
9,2018,3,850,60
10,2017,5,400,33
14,2018,12,775,267
19,2017,3,1900,80
16,2016,10,800,45
18,2016,11,750,95
9,2016,5,775,184
12,2018,12,2400,30
10,2017,11,1700,11
4,2017,6,750,66
12,2015,12,2400,41
10,2018,10,725,24
8,2016,5,850,56
15,2017,10,1700,3
10,2016,1,750,150
13,2017,2,300,132
14,2018,10,1700,18
15,2017,11,1700,1
3,2015,7,750,145
19,2016,12,850,111
5,2016,2,850,66
6,2017,9,1900,107
20,2017,11,1700,11
14,2016,4,750,150
13,2016,8,1700,22
5,2017,10,1700,17
3,2016,5,725,65
10,2016,12,850,64
3,2016,11,1700,26
1,2017,10,1700,7
18,2016,7,300,166
2,2016,3,1900,61
18,2017,10,800,23
15,2017,4,775,208
12,2016,6,1700,34
13,2015,4,775,120
7,2018,6,2400,18
21,2015,3,850,28
19,2016,1,300,132
13,2017,2,750,105
5,2018,10,750,85
2,2015,3,2400,17
6,2015,10,800,48
6,2015,6,400,52
11,2017,2,800,42
11,2018,5,750,171
21,2015,10,800,95
21,2017,1,725,29
1,2018,1,300,212
18,2018,2,300,134
12,2017,10,1900,141
4,2016,7,400,82
9,2015,4,2400,33
6,2016,10,850,77
20,2015,2,850,43
16,2015,5,750,86
21,2015,12,400,38
8,2015,12,750,191
9,2016,6,750,135
20,2016,9,750,157
6,2015,8,775,187
9,2018,11,1700,10
7,2018,11,400,40
3,2018,10,1900,116
15,2015,11,400,40
6,2016,8,1900,92
3,2016,5,2400,27
1,2015,2,800,21
15,2017,7,400,48
5,2017,12,2400,20
18,2015,3,1700,23
14,2016,12,800,64
21,2015,8,1700,12
4,2016,1,1700,11
1,2016,3,1900,67
18,2018,6,725,74
10,2018,6,775,164
1,2016,4,1900,79
21,2017,3,400,39
20,2017,6,1900,86
11,2015,5,400,46
10,2015,11,750,124
12,2016,4,1700,36
7,2018,8,850,57
21,2018,10,725,26
19,2017,6,1700,38
13,2017,2,400,53
5,2016,8,750,68
7,2017,3,775,189
10,2015,5,850,49
9,2015,3,1700,8
7,2017,3,1700,7
6,2015,12,400,37
3,2017,5,800,55
13,2017,1,850,158
16,2017,6,800,42
9,2018,1,750,117
2,2017,10,300,138
5,2018,6,750,90
17,2017,5,750,171
3,2017,2,1700,25
19,2018,6,300,152
5,2016,1,725,35
13,2017,8,800,19
17,2015,4,800,91
5,2015,10,2400,15
4,2018,12,850,81
8,2015,6,850,42
18,2015,11,725,53
17,2015,12,800,75
20,2018,10,2400,32
13,2018,2,850,77
19,2016,11,2400,22
13,2015,2,400,55
21,2018,2,775,216
5,2017,12,775,136
18,2016,7,400,138
14,2018,7,2400,16
14,2018,8,1900,113
10,2018,8,750,144
21,2015,2,400,25
16,2015,7,1900,92
3,2016,3,850,112
21,2017,6,800,65
1,2016,12,800,21
